URL,Title,Description,Keyword(s),Deprecation Status,Published Date,Updated Date
"https://www.linode.com/docs/guides/manage-email-lists-with-gnu-mailman-on-ubuntu-10-04-lucid","Manage Email Lists with GNU Mailman on Ubuntu 10.04 (Lucid)","This guide shows how you can use GNU Mailman a free and open source Listserv management application for managing discussion lists on Ubuntu 10.04 'Lucid'.","","true","2010-08-05","2013-09-26"
"https://www.linode.com/docs/guides/manage-email-lists-with-gnu-mailman-on-ubuntu-9-10-karmic","Manage Email Lists with GNU Mailman on Ubuntu 9.10 (Karmic)","This guide shows how you can use GNU Mailman a free and open source Listserv management application for managing discussion lists on Ubuntu 9.10 'Karmic'.","","true","2010-03-19","2011-05-17"
"https://www.linode.com/docs/guides/manage-email-lists-with-gnu-mailman-on-ubuntu-12-04-precise-pangolin","Manage Email Lists with GNU Mailman on Ubuntu 12.04","This guide shows how you can use GNU Mailman a free and open source Listserv management application for managing discussion lists on Ubuntu 12.04 'Precise Pangolin'.","","true","2012-10-09",""
"https://www.linode.com/docs/guides/postfix-smtp-debian7","Configure Postfix to Send Email Using External SMTP Servers","Learn how to configure Postfix to send email using external SMTP servers like Mandrill, and SendGrid. ✓ Click here to learn more!","Postfix, Debian, SMTP, Email, Mail","false","2014-05-30","2019-01-24"
"https://www.linode.com/docs/guides/using-google-workspace-for-email","Using Google Workspace for Email","Setting up Google Workspace with the DNS Manager to handle email for your domains.","google email, google apps, google workspace, G Suite","false","2014-08-05","2021-06-22"
"https://www.linode.com/docs/guides/what-are-pop-and-imap","Quick Guide to POP and IMAP: Protocols for Accessing Email","What are POP and IMAP and how do they work? They both are technologies behind incoming email server communication. ✓ Learn how to use handy POP and IMAP commands here!","what are pop and imap, mail transfers, pop imap tcp or udp, pop addressing, how does pop work, How does imap work, what are pop and imap used for, pop and imap protocol examples, what do pop and imap do","false","2024-02-12",""
"https://www.linode.com/docs/guides/how-to-install-and-use-postal","How to Install and Use Postal","This guide explains how to install, configure, and use the self-hosted Postal mail server.","what is Postal, install Postal, configure Postal, Postal DNS","false","2023-01-05","2024-05-15"
"https://www.linode.com/docs/guides/what-is-smtp","Quick Guide to SMTP: The Protocol That Powers Email","What is SMTP and how does it work? Simple Mail Transfer Protocol is the technology behind email communication. ✓ Learn how to use handy SMTP commands here!","what is smtp, mail transfers, smtp tcp or udp, smtp addressing, how does smtp work, full form of smtp, what is smtp used for, smtp protocol example, what does smtp do, smtp layer","false","2024-01-17",""
"https://www.linode.com/docs/guides/configure-postfix-to-send-mail-using-gmail-and-google-workspace-on-debian-or-ubuntu","Configuring a Postfix Server to Send Email through Gmail or Google Workspace","Learn how to configure Postfix to send mail using Gmail and Google Workspace on Debian or Ubuntu in this detailed guide.","Postfix, Ubuntu, Debian, SMTP, Gmail","false","2016-12-13","2021-06-22"
"https://www.linode.com/docs/guides/using-magicspam-email-authentication","Using MagicSpam to Secure your Email Server","Securing your email server with MagicSpam by using country authentication, IP authentication, source based authentication, and other restrictions.","magicspam, email authentication, email server security","false","2021-12-29","2024-01-22"
"https://www.linode.com/docs/guides/email-with-citadel-on-ubuntu-10-04-lts-lucid","Email with Citadel on Ubuntu 10.04 LTS (Lucid)","Setting up an email and groupware server using Citadel on an Ubuntu 10.04 LTS (Lucid) Linode.","","true","2010-05-09","2013-09-25"
"https://www.linode.com/docs/guides/email-with-citadel-on-ubuntu-12-04-lts-precise-pangolin","Email with Citadel on Ubuntu 12.04 LTS (Precise Pangolin)","Setting up an email and groupware server using Citadel on an Ubuntu 12.04 LTS (Precise Pangolin) Linode.","","true","2012-11-05","2014-08-15"
"https://www.linode.com/docs/guides/email-with-citadel-on-ubuntu-9-04-jaunty","Email with Citadel on Ubuntu 9.04 (Jaunty)","Setting up an email and groupware server using Citadel on an Ubuntu 9.04 (Jaunty) Linode.","","true","2009-11-09","2011-05-17"
"https://www.linode.com/docs/guides/email-with-citadel-on-ubuntu-14-04","Email with Citadel on Ubuntu 14.04 LTS (Trusty Tahr)","Setting up an email and groupware server using Citadel on an Ubuntu 14.04 LTS (Truly Tahr) Linode.","","true","2012-11-05","2014-09-20"
"https://www.linode.com/docs/guides/email-with-citadel-on-debian-5-lenny","Email with Citadel on Debian 5 (Lenny)","Setting up an email and groupware server using Citadel on a Debian 5 (Lenny) Linode.","","true","2009-11-09","2012-10-08"
"https://www.linode.com/docs/guides/email-with-citadel-on-debian-6-squeeze","Email with Citadel on Debian 6 (Squeeze)","Setting up an email and groupware server using Citadel on a Debian 6 (Squeeze) Linode.","","true","2011-11-09",""
"https://www.linode.com/docs/guides/email-with-citadel-on-ubuntu-9-10-karmic","Email with Citadel on Ubuntu 9.10 (Karmic)","Setting up an email and groupware server using Citadel on an Ubuntu 9.10 (Karmic) Linode.","","true","2009-11-09","2011-05-17"
"https://www.linode.com/docs/guides/postfix-dovecot-and-system-user-accounts-on-debian-5-lenny","Postfix, Dovecot, and System User Accounts on Debian 5","This guide shows how to use the user accounts you already have configured in Linux to send and receive email using the Postfix MTA and Dovecot IMAP/POP3 apps on Debian 5 'Lenny'.","","true","2011-02-17","2012-10-08"
"https://www.linode.com/docs/guides/pflogsumm-for-postfix-monitoring-on-centos-6","Pflogsumm for Postfix Monitoring on CentOS 6","This guide shows how you can configure your Postfix mail server to send you daily notification emails with the status of the server by using Pflogsumm.","pflogsumm, postfix, monitoring, mail server","true","2014-02-05",""
"https://www.linode.com/docs/guides/email-with-postfix-courier-and-mysql-on-ubuntu-8-04-hardy","Email with Postfix, Courier and MySQL on Ubuntu 8.04 (Hardy)","Installing and configuring the Postfix MTA to work with Courier and MySQL for virtual domains on Ubuntu 8.04 (Hardy).","","true","2009-09-22","2011-05-17"
"https://www.linode.com/docs/guides/basic-postfix-email-gateway-on-debian-6-squeeze","Basic Postfix Email Gateway on Debian 6 (Squeeze)","In this tutorial, you will learn how to configure a Postfix MTA as a basic email gateway to send and receive email using POP, IMAP, and SMTP on Debian 6 'Squeeze'.","","true","2011-02-17","2013-09-25"
"https://www.linode.com/docs/guides/email-with-postfix-dovecot-and-mariadb-on-centos-7","Email with Postfix, Dovecot and MariaDB on CentOS 7","This guide provides you with step-by-step instructions for installing the Postfix MTA along with the Dovecot mail server and MariaDB on CentOS.","postfix centos 7, dovecot centos 7, linux mail server, email, centos 7","false","2015-03-26","2018-10-10"
"https://www.linode.com/docs/guides/troubleshooting-problems-with-postfix-dovecot-and-mysql","Troubleshooting Problems with Postfix, Dovecot, and MySQL","This is a reference guide for testing and troubleshooting a email server running Postfix as its MTA, Dovecot as a POP3/IMAP server, and MySQL for database.","postfix, dovecot, mysql","false","2013-07-22","2014-03-24"
"https://www.linode.com/docs/guides/email-with-postfix-dovecot-and-mysql-on-centos-6","Email with Postfix, Dovecot, and MySQL on CentOS 6","This guide provides you with step-by-step instructions for installing the Postfix MTA along with the Dovecot mail server and MariaDB on CentOS 6.","","true","2015-03-26",""
"https://www.linode.com/docs/guides/postfix-dovecot-and-system-user-accounts-on-ubuntu-10-10-maverick","Postfix, Dovecot, and System User Accounts on Ubuntu 10.10 (Maverick)","Use system user accounts, postfix, and dovecot to provide","","true","2010-12-07","2012-10-08"
"https://www.linode.com/docs/guides/email-with-postfix-courier-and-mysql-on-ubuntu-9-04-jaunty","Email with Postfix, Courier and MySQL on Ubuntu 9.04 (Jaunty)","Installing and configuring the Postfix MTA to work with Courier and MySQL for virtual domains on Ubuntu 9.04 (Jaunty).","","true","2009-09-14","2011-05-17"
"https://www.linode.com/docs/guides/configure-spf-and-dkim-in-postfix-on-debian-9","Configure SPF and DKIM With Postfix on Debian 9","This guide provides you with step-by-step instructions for configuring your domains SPF and DKIM DNS records in Postfix mail server on Debian 9.","","false","2018-12-13","2021-08-20"
"https://www.linode.com/docs/guides/configure-spf-and-dkim-in-postfix-on-debian-8","Configure SPF and DKIM With Postfix on Debian 8","This guide provides you with step-by-step instructions for configuring your domains SPF and DKIM DNS records in Postfix mail server on Debian 8.","","true","2016-02-03","2018-12-14"
"https://www.linode.com/docs/guides/email-with-postfix-courier-and-mysql-on-debian-5-lenny","Email with Postfix, Courier and MySQL on Debian 5 (Lenny)","Installing and configuring the Postfix MTA to work with Courier and MySQL for virtual domains on Debian 5.0 (Lenny).","","true","2009-09-12","2011-05-17"
"https://www.linode.com/docs/guides/email-with-postfix-dovecot-and-mysql","Configure an Email Server with Postfix, Dovecot, and MySQL on Debian and Ubuntu","Learn how to set up an email server with Postfix, Dovecot and MySQL/MariaDB. Your step by step guide towards setting up a secure Postfix email server.","","false","2013-05-13","2022-09-29"
"https://www.linode.com/docs/guides/email-with-postfix-dovecot-and-mysql-on-ubuntu-10-04-lts-lucid","Email with Postfix, Dovecot and MySQL on Ubuntu 10.04 LTS (Lucid)","Setting up a mail server with Postfix, Dovecot and MySQL on Ubuntu 10.04 LTS (Lucid).","","true","2010-05-09","2013-05-13"
"https://www.linode.com/docs/guides/how-to-setup-an-email-server","How to Set up an Email Server using Postfix and Dovecot","How to set up a mail server using Dovecot and Postfix. Understand what it takes, the benefits and challenges, of running an email server.","Set up an email server, Dovecot and Postfix, MTA mail transfer agent, MDA Mail delivery Agent, IMAP/POP3 server","false","2023-06-12",""
"https://www.linode.com/docs/guides/email-with-postfix-dovecot-and-mysql-on-ubuntu-9-10-karmic","Email with Postfix, Dovecot and MySQL on Ubuntu 9.10 (Karmic)","This guide provides you with step-by-step instructions for installing the Postfix MTA along with the Dovecot mail server and MariaDB on Ubuntu 9.10 (Karmic).","","true","2010-02-26","2011-05-17"
"https://www.linode.com/docs/guides/email-with-postfix-dovecot-and-mysql-on-centos-5","Email with Postfix, Dovecot and MySQL on CentOS 5","This guide shows how to setup your own private email server by installing the Postfix MTA (mail transfer agent) and Dovecot on a Linode running CentOS 5.","","true","2011-06-24","2015-03-26"
"https://www.linode.com/docs/guides/email-with-postfix-dovecot-and-mysql-on-debian-5-lenny","Email with Postfix, Dovecot and MySQL on Debian 5 (Lenny)","This guide provides you with step-by-step instructions for installing the Postfix MTA along with the Dovecot mail server and MariaDB on Debian 5 'Lenny'.","","true","2010-02-08","2012-10-08"
"https://www.linode.com/docs/guides/email-with-postfix-courier-and-mysql-on-fedora-13","Email with Postfix, Courier and MySQL on Fedora 13","Install and configure the Postfix MTA to work with Courier and MySQL for virtual domains on Fedora 13.","","true","2010-06-02","2011-05-17"
"https://www.linode.com/docs/guides/postfix-dovecot-and-system-user-accounts-on-debian-6-squeeze","Postfix, Dovecot, and System User Accounts on Debian 6 (Squeeze)","Use system user accounts, postfix, and dovecot to provide","","true","2011-02-17","2013-09-25"
"https://www.linode.com/docs/guides/basic-postfix-email-gateway-on-debian-5-lenny","Basic Postfix Email Gateway on Debian 5 (Lenny)","In this tutorial, you will learn how to configure a Postfix MTA as a basic email gateway to send and receive email using POP, IMAP, and SMTP on Debian 5 'Lenny'.","","true","2010-06-23","2012-10-08"
"https://www.linode.com/docs/guides/email-with-postfix-courier-and-mysql-on-fedora-12","Email with Postfix, Courier and MySQL on Fedora 12","Installing and configuring the Postfix MTA to work with Courier and MySQL for virtual domains on Fedora 12.","","true","2010-05-26","2011-05-17"
"https://www.linode.com/docs/guides/email-with-postfix-dovecot-and-mysql-on-debian-6-squeeze","Email with Postfix, Dovecot and MySQL on Debian 6 (Squeeze)","Setting up a mail server with Postfix, Dovecot and MySQL on Debian 6 (Squeeze).","","true","2011-07-01",""
"https://www.linode.com/docs/guides/postfix-dovecot-and-system-user-accounts-on-ubuntu-10-04-lucid","Postfix, Dovecot, and System User Accounts on Ubuntu 10.04 (Lucid)","Use system user accounts, postfix, and dovecot to provide","","true","2010-11-09","2013-09-25"
"https://www.linode.com/docs/guides/basic-postfix-email-gateway-on-ubuntu-10-04-lucid","Basic Postfix Email Gateway on Ubuntu 10.04 (Lucid)","In this tutorial, you will learn how to configure a Postfix MTA as a basic email gateway to send and receive email using POP, IMAP, and SMTP on Ubuntu 10.04 'Lucid'.","","true","2010-11-09","2013-09-25"
"https://www.linode.com/docs/guides/email-with-postfix-courier-and-mysql-on-ubuntu-9-10-karmic","Email with Postfix, Courier and MySQL on Ubuntu 9.10 (Karmic)","Installing and configuring the Postfix MTA to work with Courier and MySQL for virtual domains on Ubuntu 9.10 (Karmic).","","true","2009-10-29","2011-05-17"
"https://www.linode.com/docs/guides/basic-postfix-email-gateway-on-ubuntu-10-10-maverick","Basic Postfix Email Gateway on Ubuntu 10.10 (Maverick)","In this tutorial, you will learn how to configure a Postfix MTA as a basic email gateway to send and receive email using POP, IMAP, and SMTP on Ubuntu 10.10 'Maverick'.","","true","2010-11-09","2012-10-08"
"https://www.linode.com/docs/guides/email-with-postfix-dovecot-and-mysql-on-ubuntu-10-10-maverick","Email with Postfix, Dovecot and MySQL on Ubuntu 10.10","Setting up a mail server with Postfix, Dovecot and MySQL on Ubuntu 10.10 Maverick.","","true","2010-10-12","2012-10-08"
"https://www.linode.com/docs/guides/email-and-calendars-with-zimbra-6-on-centos-5","Email and Calendars with Zimbra 6 on CentOS 5","Getting started with the open source edition of Zimbra groupware on your CentOS 5 Linode.","","true","2009-09-13","2011-05-17"
"https://www.linode.com/docs/guides/email-and-calendars-with-zimbra-6-on-debian-6-squeeze","Email and Calendars with Zimbra 6 on Debian 6 (Squeeze)","Get started with the open source edition of Zimbra groupware on your Debian 6 (Squeeze) Linode.","","true","2011-02-15","2011-05-17"
"https://www.linode.com/docs/guides/email-and-calendars-with-zimbra-6-on-debian-5-lenny","Email and Calendars with Zimbra 6 on Debian 5 (Lenny)","Getting started with the open source edition of Zimbra groupware on your Debian 5 (Lenny) Linode.","","true","2010-04-26","2012-10-08"
"https://www.linode.com/docs/guides/email-and-calendars-with-zimbra-6-on-ubuntu-10-04-lts-lucid","Email and Calendars with Zimbra 6 on Ubuntu 10.04 LTS (Lucid)","Getting started with the open source edition of Zimbra groupware on your Ubuntu 10.04 (Lucid) Linode.","","true","2010-05-03","2011-05-17"
"https://www.linode.com/docs/guides/email-and-calendars-with-zimbra-6-on-ubuntu-8-04-hardy","Email and Calendars with Zimbra 6 on Ubuntu 8.04 (Hardy)","Getting started with the open source edition of Zimbra groupware on your Ubuntu 8.04 (Hardy) Linode.","","true","2009-09-14","2011-05-17"
"https://www.linode.com/docs/guides/zimbra-on-ubuntu-14-04","Install Zimbra Open Source Edition on Ubuntu 14.04","This guide shows how to install Zimbra, a complete self-hosted mail application, pre-configured with Postfix, OpenDKIM, Amavis, ClamAV and running on NGINX.","","true","2015-10-01",""
"https://www.linode.com/docs/guides/installing-mail-filtering-for-ubuntu-12-04","Installing Mail Filtering for Ubuntu 12.04","This guide shows how to configure mail filtering on your server by making use of popular filtering and anti-spam apps like Amavis-new, ClamAV, and SpamAssassin.","email, mail, postfix, dovecot, mysql, ubuntu, 12.04, clamav, spamassassin, amavis","true","2014-03-26","2014-04-04"
"https://www.linode.com/docs/guides/running-a-mail-server","Running a Mail Server","Take control of your email with your own mail server. Learn how to install and configure it on your Linode.","mail server, linode guide, running a mail server, Self-host Mail","false","2013-06-05","2022-12-23"
"https://www.linode.com/docs/guides/mail-in-a-box-email-server","Create an Email Server using Mail-in-a-Box","This guide shows how to install and run Mail-in-a-Box, a simple, comprehensive, preconfigured email package.","install mail-in-a-box, webmail control panel, caldav, cardav, TLS certificate","false","2017-08-29","2022-09-22"
"https://www.linode.com/docs/guides/install-and-run-askbot-on-ubuntu-16-04","How to Install and Run AskBot with LetsEncrypt SSL on Ubuntu 16.04","This guide shows how to Install and Deploy an AskBot Question and Answer Forum with LetsEncrypt SSL.","askbot, Gunicorn, LetsEncrypt, Python, WSGI","true","2017-08-20","2017-09-22"
"https://www.linode.com/docs/guides/discussion-forums-with-vanilla-forums","Discussion Forums with Vanilla Forums","Install the lightweight Vanilla Forums software to power discussion forums on your Linode.","vanilla, bb, fourms, lamp, discussion forums","true","2010-05-03","2013-10-01"
"https://www.linode.com/docs/guides/discussion-forums-with-mybb","Discussion Forums with MyBB","This guide provides you with step-by-step instructions for installing and configuring the free and open-source discussion forum app MyBB on Linux.","mybb, forum software, web applications, PHP","true","2010-03-18","2013-10-01"
"https://www.linode.com/docs/guides/discussion-forums-with-phpbb-on-fedora-14","Discussion Forums with phpBB on Fedora 14","Configuring the phpBB system for hosting web-based discussion forums on Fedora 14.","","true","2011-04-05","2013-10-01"
"https://www.linode.com/docs/guides/install-a-simple-machines-forum-on-your-website","Installing a Simple Machines Discussion Forum (SMF) on Linux","This tutorial will guide you through installing a Simple Machines Forum a flexible (SMF), a small to mid-sized discussion forum that's easy to customize.","smf, forum software, web applications, PHP","true","2010-03-18","2015-02-11"
"https://www.linode.com/docs/guides/discussion-forums-with-phpbb-on-ubuntu-10-04-lucid","Discussion Forums with phpBB on Ubuntu 10.04 (Lucid)","Configuring the phpBB system for hosting web-based discussion forums on Ubuntu 10.04 (Lucid).","","true","2010-09-22","2013-10-01"
"https://www.linode.com/docs/guides/discussion-forums-with-fluxbb","Discussion Forums with FluxBB","Install the simple and lightweight Discussion forum FluxBB on your Linode.","bulletin board, forum, discussion forum, fluxbb","true","2010-05-03","2013-10-01"
"https://www.linode.com/docs/guides/discussion-forums-with-phpbb-on-debian-5-lenny","Discussion Forums with phpBB on Debian 5 (Lenny)","Configuring the phpBB system for hosting web-based discussion forums on Debian 5 (Lenny).","","true","2009-09-30","2012-10-08"
"https://www.linode.com/docs/guides/discussion-forums-with-phpbb-on-centos-5","Discussion Forums with phpBB on Centos 5","Configuring the phpBB system for hosting web-based discussion forums on Centos 5.","","true","2010-04-02","2011-05-09"
"https://www.linode.com/docs/guides/launch-discussion-forums-with-phpbb-on-ubuntu-12-04","Launch Discussion Forums with phpBB on Ubuntu 12.04 (Precise Pangolin)","Configure the PhpBB System for Hosting Web-based Discussion Forums on Ubuntu 12.04 (Precise Pangolin).","","true","2012-11-08",""
"https://www.linode.com/docs/guides/discussion-forums-with-phpbb-on-debian-6-squeeze","Discussion Forums with phpBB on Debian 6 (Squeeze)","Configuring the phpBB system for hosting web-based discussion forums on Debian 6 (Squeeze).","","true","2011-04-05","2011-05-09"
"https://www.linode.com/docs/guides/soap-vs-rest-api","What is the Difference Between SOAP and REST API?","Comparing SOAP vs REST API? Learn more about what each technology is, the primary differences between SOAP and REST API, and the benefits both have to offer.","soap vs rest api, difference between soap and rest, soap rest, rest vs soap api","false","2023-03-14",""
"https://www.linode.com/docs/guides/magento-on-ubuntu-9-10-karmic","Magento on Ubuntu 9.10 (Karmic)","This guide shows you how to install Magento, the free and open source self-hosted e-commerce solution you can use to sell products, on a Ubuntu 9.10 LAMP Stack.","","true","2010-02-05","2011-05-17"
"https://www.linode.com/docs/guides/magento-on-debian-5-lenny","Magento on Debian 5 (Lenny)","Selling products online with Magento, an open source e-commerce solution on a Debian 5 (Lenny) Linode.","","true","2010-01-18","2011-08-22"
"https://www.linode.com/docs/guides/opencart-on-debian-6-squeeze","OpenCart on Debian 6 (Squeeze)","This guide shows how to install and configure the popular open-source ecommerce application OpenCart to run your own web storefront on Debian 6 'Squeeze'.","","true","2011-09-16","2011-09-20"
"https://www.linode.com/docs/guides/oscommerce-on-ubuntu-9-10-karmic","osCommerce on Ubuntu 9.10 (Karmic)","Deploying osCommerce, a popular e-commerce web application, on Ubuntu 9.10 (Karmic).","","true","2010-02-08","2011-08-22"
"https://www.linode.com/docs/guides/install-magento-on-centos-7","Install Magento on CentOS 7","Install Magento Community Edition on CentOS 7 to manage your e-commerce site.","","false","2016-12-28",""
"https://www.linode.com/docs/guides/install-magento-2-4-on-centos-8","Install Magento 2.4 on Centos 8","This guide describes how to install Magento 2.4 on CentOS8, including any configuration required by the LAMP stack and the Elasticsearch software.","","false","2021-03-05",""
"https://www.linode.com/docs/guides/opencart-on-fedora-15","OpenCart on Fedora 15","This guide shows how to install and configure the popular open-source ecommerce application OpenCart to run your own web storefront on Fedora 15.","","true","2011-09-27","2013-10-03"
"https://www.linode.com/docs/guides/opencart-on-centos-6","OpenCart on CentOS 6","This guide shows how to install and configure the popular open-source ecommerce application OpenCart to run your own web storefront on CentOS 6,","","true","2011-09-20",""
"https://www.linode.com/docs/guides/oscommerce-on-debian-5-lenny","osCommerce on Debian 5 (Lenny)","How to set up an online store using the open source osCommerce system on Debian 5 (Lenny).","","true","2010-01-22","2011-08-22"
"https://www.linode.com/docs/guides/install-magento-on-ubuntu-18-04","Install Magento on Ubuntu 18.04","Install Magento Community Edition on Ubuntu 18.04 to manage your e-commerce site.","","false","2016-12-28","2018-08-29"
"https://www.linode.com/docs/guides/install-opencart-on-centos-7","How to Install OpenCart on CentOS 7","This tutorial will guide you through basic installation and set-up of popular ecommerce platform OpenCart on CentOS 7.","","false","2017-04-29","2017-08-21"
"https://www.linode.com/docs/guides/how-to-install-prestashop-on-ubuntu-16-04","Installing PrestaShop on Ubuntu 16.04","This guide shows how to install PrestaShop on LAMP (with MariaDB). It also shows how to add a TLS certificate and optimize some of the configurations.","prestashop, ecommerce, cms","true","2017-08-29","2021-06-23"
"https://www.linode.com/docs/guides/install-magento-on-ubuntu-16-04","Install Magento on Ubuntu 16.04","Install Magento Community Edition on Ubuntu 16.04 to manage your e-commerce site.","","true","2016-12-28",""
"https://www.linode.com/docs/guides/oscommerce-on-fedora-13","osCommerce on Fedora 13","How to set up an online store using the open source osCommerce system on Fedora 13.","","true","2010-10-13","2013-10-03"
"https://www.linode.com/docs/guides/how-to-install-canvas-on-debian-10","Installing Canvas on Debian 10","This guide will show you how to install, configure, and run the popular free and open source learning management system Canvas on Debian 10.","","false","2021-05-28",""
"https://www.linode.com/docs/guides/install-canvas-lms-on-ubuntu-2004","Installing Canvas on Ubuntu 20.04","This guide will show you how to install Canvas, a learning management system that enables you to create a website for education or training courses, on Ubuntu 20.04.","","true","2021-05-28",""
"https://www.linode.com/docs/guides/how-to-install-moodle-on-ubuntu-22-04","Install Moodle on Ubuntu 22.04","This guide explains how to install the open source learning management system Moodle on Ubuntu 22.04","","false","2022-06-01",""
"https://www.linode.com/docs/guides/how-to-install-moodle-on-ubuntu-server-2004","Install Moodle on Ubuntu 20.04","This guide will show you how to install Moodle, a popular open-source learning management system used in online teaching, on Ubuntu 20.04.","","false","2021-06-25",""
"https://www.linode.com/docs/guides/install-canvas-lms-on-ubuntu-2204","How to Install Canvas on Ubuntu 22.04","Canvas is a learning management system that you can use to create a fully-featured website for education or training courses. This guide walks you through installing Canvas on Ubuntu 22.04.","","false","2023-04-25",""
"https://www.linode.com/docs/guides/confluence-on-centos-5","Confluence on CentOS 5","This guide provides you with step-by-step instructions for installing and using Confluence on CentOS 5 to power a fully-featured Wiki for your organization.","","true","2010-09-09","2011-06-07"
"https://www.linode.com/docs/guides/twiki-on-debian-5-lenny","TWiki on Debian 5 (Lenny)","Twiki is a robust structured wiki compared to other solutions such as Confluence. This guide provides you with instructions for installing Twiki on Debian 5 'Lenny'.","","true","2011-01-28","2012-10-08"
"https://www.linode.com/docs/guides/ikiwiki-on-ubuntu-10-04-lucid","Ikiwiki on Ubuntu 10.04 (Lucid)","Using Ikiwiki on Ubuntu 10.04 (Lucid) to power a standard wiki implementation.","","true","2011-04-05","2013-10-04"
"https://www.linode.com/docs/guides/how-to-install-mediawiki-centos-8","Installing Mediawiki on CentOS 8","This guide will show you how to install MediaWiki, a versatile, free and open-source application powering knowledge websites similar to Wikipedia, on CentOS 8.","","false","2021-05-04",""
"https://www.linode.com/docs/guides/ikiwiki-on-ubuntu-10-10-maverick","Ikiwiki on Ubuntu 10.10 (Maverick)","Using Ikiwiki on Ubuntu 10.10 (Maverick) to power a standard wiki implementation.","","true","2011-04-05","2012-10-08"
"https://www.linode.com/docs/guides/twiki-on-centos-5","TWiki on CentOS 5","This guide will show you how to install and configure a structured wiki to share, store, and work with different types of information with TWiki on CentOS 5.","","true","2011-04-05","2013-10-04"
"https://www.linode.com/docs/guides/confluence-on-ubuntu-9-10-karmic","Confluence on Ubuntu 9.10 (Karmic)","Use Confluence on Ubuntu 9.10 (Karmic) to power a full-featured wiki system.","","true","2010-09-06","2012-10-08"
"https://www.linode.com/docs/guides/twiki-on-ubuntu-12-04-precise-pangolin","TWiki on Ubuntu 12.04 (Precise Pangolin)","Twiki is a robust wiki compared to other apps such as Confluence. This guide provides you with instructions for installing Twiki on Ubuntu 12.04 'Precise Pangolin'.","","true","2012-10-24","2013-10-04"
"https://www.linode.com/docs/guides/twiki-on-ubuntu-10-04-lucid","TWiki on Ubuntu 10.04 (Lucid)","Twiki is a robust structured wiki compared to other solutions such as Confluence. This guide provides you with instructions for installing Twiki on Ubuntu 10.04 'Lucid'.","","true","2011-02-15","2013-10-04"
"https://www.linode.com/docs/guides/ikiwiki-on-fedora-13","Ikiwiki on Fedora 13","Using Ikiwiki on Fedora 13 to power a standard wiki implementation.","","true","2010-09-15","2011-04-29"
"https://www.linode.com/docs/guides/ikiwiki-on-fedora-12","Ikiwiki on Fedora 12","Using Ikiwiki on Fedora 12 to power a standard wiki implementation.","","true","2010-03-23","2011-04-29"
"https://www.linode.com/docs/guides/dokuwiki-engine","DokuWiki Engine","This guide provides you with step-by-step instructions for installing the DocuWiki software for creating a fully featured Wiki for your organization.","wiki, doku wiki, php","true","2010-04-17","2017-07-27"
"https://www.linode.com/docs/guides/install-mediawiki-on-ubuntu-1804","Install MediaWiki on Ubuntu 18.04","This guide will show you how to get started with the popular MediaWiki engine for powering wiki websites of all types and sizes on Ubuntu 18.04.","","false","2019-08-28",""
"https://www.linode.com/docs/guides/install-mediawiki-on-ubuntu-1604","Install MediaWiki on Ubuntu 16.04","This guide will show you how to get started with the popular MediaWiki engine for powering wiki websites of all types and sizes on Ubuntu 16.04.","","true","2009-09-30","2019-08-23"
"https://www.linode.com/docs/guides/ikiwiki-on-debian-5-lenny","Ikiwiki on Debian 5 (Lenny)","Use Ikiwiki on Debian to power a standard wiki implementation.","","true","2011-01-31","2012-10-08"
"https://www.linode.com/docs/guides/confluence-on-debian-5-lenny","Confluence on Debian 5 (Lenny)","Use Confluence on Debian 5 (Lenny) to power a full-featured wiki system.","","true","2010-09-06","2011-05-17"
"https://www.linode.com/docs/guides/twiki-on-fedora-14","TWiki on Fedora 14","Twiki is a robust structured wiki compared to other solutions such as Confluence. This guide provides you with instructions for installing Twiki on Fedora 14.","","true","2011-04-05","2013-10-04"
"https://www.linode.com/docs/guides/confluence-on-ubuntu-10-04-lucid","Confluence on Ubuntu 10.04 (Lucid)","Use Confluence on Ubuntu 10.04 (Lucid) to power a full-featured wiki system.","","true","2010-09-05","2011-06-07"
"https://www.linode.com/docs/guides/ikiwiki-on-debian-6-squeeze","Ikiwiki on Debian 6 (Squeeze)","Use Ikiwiki on Debian 6 to power a standard wiki implementation.","","true","2011-04-05","2013-10-04"
"https://www.linode.com/docs/guides/twiki-on-debian-6-squeeze","TWiki on Debian 6 (Squeeze)","Twiki is a robust structured wiki compared to other solutions such as Confluence. This guide provides you with instructions for installing Twiki on Debian 6 'Squeeze'.","","true","2011-04-05","2013-10-04"
"https://www.linode.com/docs/guides/ikiwiki-on-ubuntu-9-10-karmic","Ikiwiki on Ubuntu 9.10 (Karmic)","Using Ikiwiki on Ubuntu 9.10 (Karmic) to power a standard wiki implementation.","","true","2010-03-23","2011-04-29"
"https://www.linode.com/docs/guides/how-to-install-mediawiki-ubuntu-2004","Installing MediaWiki on Ubuntu 20.04","This guide will show you how to install MediaWiki, a versatile, free and open-source application powering knowledge websites similar to Wikipedia, on Ubuntu 20.04.","","false","2021-05-04",""
"https://www.linode.com/docs/guides/confluence-on-fedora-13","Confluence on Fedora 13","This guide provides you with step-by-step instructions for installing and using Confluence on Fedora 13 to power a fully-featured Wiki for your organization.","","true","2010-09-09","2013-10-04"
